"District","Ward","Village","Vaccination.Date","Dogs.Vaccinated","Cats.Vaccinated"
"Serengeti","Nyansurura","Marasomoche",2009-08-06,132,0
"Serengeti","Rung'abure","Nyamerama",2009-08-06,202,2
"Serengeti","Nyansurura","Nyansurura",2009-08-06,195,1
"Serengeti","Mugumu","Mugumu",2009-08-07,1127,48
"Serengeti","Nyamoko","Nyamoko",2009-08-07,122,5
"Serengeti","Kisangura","Kibeyo",2009-08-08,190,5
"Serengeti","Kisangura","Kisangura",2009-08-08,175,5
"Serengeti","Nyambureti","Gusuhi",2009-08-30,71,2
"Serengeti","Ring'wani","Nyamitita",2009-09-01,178,11
"Serengeti","Rigicha","Kitembere",2010-06-29,236,9
"Serengeti","Natta","Kono",2010-06-29,94,3
"Serengeti","Issenye","Iharara",2010-06-30,238,5
"Serengeti","Issenye","Nyamasingisi",2010-06-30,234,11
"Serengeti","Issenye","Nyiberekera",2010-07-01,338,33
"Serengeti","Issenye","Singisi",2010-07-01,245,11
"Serengeti","Natta","Kono",2010-07-02,262,15
"Serengeti","Natta","Motukeri",2010-07-02,189,2
"Serengeti","Natta","Makundusi",2010-07-03,259,0
"Serengeti","Kyambahi","Nyichoka",2010-07-05,399,4
"Serengeti","Uwanja wa Ndege","Burunga",2010-07-07,309,10
"Serengeti","Kyambahi","Kyambahi",2010-07-07,147,5
"Serengeti","Mosongo","Mosongo",2010-07-07,495,4
"Serengeti","Manchira","Bwitengi",2010-07-08,161,4
"Serengeti","Morotonga","Morotonga",2010-07-08,362,5
"Serengeti","Ikoma","Park Nyigoti",2010-07-09,147,0
"Serengeti","Ikoma","Robanda",2010-07-09,119,2
"Serengeti","Nyansurura","Marasomoche",2010-07-12,144,1
"Serengeti","Nyansurura","Nyansurura",2010-07-12,155,3
"Serengeti","Geitasamo","Kegonga",2010-07-13,88,0
"Serengeti","Geitasamo","Matare",2010-07-13,206,8
"Serengeti","Nyansurura","Merenga",2010-07-15,284,2
"Serengeti","Machochwe","Machochwe",2010-07-16,226,9
"Serengeti","Machochwe","Nyamakendo",2010-07-16,203,4
"Serengeti","Mbalibali","Kitunguruma",2010-07-19,187,3
"Serengeti","Mbalibali","Mbalibali",2010-07-19,276,3
"Serengeti","Sedeco","Bisarara",2010-07-20,148,3
"Serengeti","Mbalibali","Koreri",2010-07-20,231,4
"Serengeti","Kisangura","Kibeyo",2010-07-23,187,11
"Serengeti","Kisangura","Kisangura",2010-07-23,168,6
"Serengeti","Sedeco","Bonchugu",2010-07-26,319,2
"Serengeti","Kisangura","Kebosongo",2010-07-26,197,5
"Serengeti","Manchira","Misseke",2010-07-27,127,3
"Serengeti","Manchira","Rwamchanga",2010-07-27,255,0
"Serengeti","Mugumu","Mugumu",2010-07-28,984,44
"Serengeti","Sedeco","Nyamburi",2010-07-28,441,16
"Serengeti","Majimoto","Iseresere",2010-10-09,216,0
"Serengeti","Majimoto","Nyamakobiti",2010-10-11,189,0
"Serengeti","Kisaka","Nyiboko",2010-12-07,40,0
"Serengeti","Kisaka","Borenga",2010-12-10,145,0
"Serengeti","Kisaka","Buchanchari",2010-12-10,266,0
"Serengeti","Busawe","Busawe",2010-12-10,96,0
"Serengeti","Busawe","Gantamome",2010-12-10,340,0
"Serengeti","Majimoto","Majimoto",2010-12-10,96,0
"Serengeti","Kenyamonta","Mesaga",2010-12-10,198,0
"Serengeti","Majimoto","Nyamakobiti",2010-12-10,680,0
"Serengeti","Ring'wani","Nyamitita",2010-12-10,30,2
"Serengeti","Kisaka","Nyansurumunti",2010-12-10,25,0
"Serengeti","Kisaka","Nyiboko",2010-12-10,75,0
"Serengeti","Busawe","Gantamome",2010-12-16,141,0
"Serengeti","Kisaka","Nyansurumunti",2010-12-23,24,0
"Serengeti","Kisaka","Borenga",2011-01-03,135,0
"Serengeti","Kisaka","Buchanchari",2011-01-05,180,0
"Serengeti","Busawe","Busawe",2011-01-06,12,0
"Serengeti","Rung'abure","Rung'abure",2011-05-11,7,0
"Serengeti","Nyamoko","Itununu",2011-05-22,19,1
"Serengeti","Manchira","Rwamchanga",2011-06-09,16,0
"Serengeti","Issenye","Iharara",2011-06-12,227,5
"Serengeti","Issenye","Nyamasingisi",2011-06-12,264,20
"Serengeti","Uwanja wa Ndege","Burunga",2011-06-13,338,7
"Serengeti","Kyambahi","Kyambahi",2011-06-13,168,3
"Serengeti","Rigicha","Kitembere",2011-06-14,87,0
"Serengeti","Natta","Kono",2011-06-14,134,0
"Serengeti","Natta","Makundusi",2011-06-14,437,0
"Serengeti","Natta","Motukeri",2011-06-15,227,3
"Serengeti","Issenye","Singisi",2011-06-15,269,7
"Serengeti","Natta","Kono",2011-06-17,366,11
"Serengeti","Manchira","Bwitengi",2011-06-19,186,0
"Serengeti","Kyambahi","Nyichoka",2011-06-19,321,1
"Serengeti","Mosongo","Mosongo",2011-06-21,459,1
"Serengeti","Nyansurura","Merenga",2011-06-22,199,2
"Serengeti","Machochwe","Machochwe",2011-06-24,209,0
"Serengeti","Mbalibali","Kitunguruma",2011-06-26,120,3
"Serengeti","Mbalibali","Mbalibali",2011-06-26,299,5
"Serengeti","Sedeco","Bisarara",2011-06-27,191,1
"Serengeti","Kisangura","Kisangura",2011-06-28,188,0
"Serengeti","Mbalibali","Koreri",2011-06-28,240,0
"Serengeti","Sedeco","Nyamburi",2011-07-01,263,4
"Serengeti","Kisangura","Kebosongo",2011-07-03,218,4
"Serengeti","Manchira","Misseke",2011-07-03,154,2
"Serengeti","Ikoma","Park Nyigoti",2011-07-04,171,0
"Serengeti","Ikoma","Robanda",2011-07-04,144,1
"Serengeti","Sedeco","Bonchugu",2011-07-05,282,8
"Serengeti","Nyansurura","Nyansurura",2011-07-06,222,0
"Serengeti","Mugumu","Mugumu",2011-07-07,1043,33
"Serengeti","Issenye","Nyiberekera",2011-08-09,340,20
"Serengeti","Kyambahi","Nyichoka",2011-10-23,36,0
"Serengeti","Sedeco","Bonchugu",2011-10-25,17,0
"Serengeti","Nyamoko","Kwitete",2011-10-27,40,2
"Serengeti","Ring'wani","Kenyana",2011-11-16,23,0
"Serengeti","Nyamoko","Itununu",2012-01-15,285,9
"Serengeti","Nyamoko","Masangura",2012-01-15,172,6
"Serengeti","Ring'wani","Ring'wani",2012-01-17,221,12
"Serengeti","Ring'wani","Kenyana",2012-05-23,84,0
"Serengeti","Issenye","Nyamasingisi",2012-05-29,160,6
"Serengeti","Issenye","Singisi",2012-05-29,187,10
"Serengeti","Issenye","Nyiberekera",2012-05-30,301,12
"Serengeti","Rigicha","Kitembere",2012-05-31,199,2
"Serengeti","Natta","Kono",2012-05-31,82,2
"Serengeti","Natta","Makundusi",2012-05-31,245,6
"Serengeti","Natta","Mbisso",2012-05-31,260,14
"Serengeti","Natta","Motukeri",2012-06-01,168,1
"Serengeti","Kyambahi","Nyichoka",2012-06-05,482,10
"Serengeti","Mosongo","Kenokwe",2012-06-06,283,0
"Serengeti","Mosongo","Mosongo",2012-06-06,331,0
"Serengeti","Uwanja wa Ndege","Burunga",2012-06-07,214,2
"Serengeti","Uwanja wa Ndege","Kyambahi",2012-06-07,118,6
"Serengeti","Sedeco","Nyamburi",2012-06-08,259,3
"Serengeti","Nyansurura","Merenga",2012-06-09,207,0
"Serengeti","Manchira","Bwitengi",2012-06-12,179,0
"Serengeti","Morotonga","Morotonga",2012-06-12,275,3
"Serengeti","Ikoma","Park Nyigoti",2012-06-13,146,1
"Serengeti","Ikoma","Robanda",2012-06-13,88,0
"Serengeti","Sedeco","Bonchugu",2012-06-14,250,4
"Serengeti","Kisangura","Kebosongo",2012-06-14,122,2
"Serengeti","Mbalibali","Koreri",2012-06-14,218,4
"Serengeti","Manchira","Misseke",2012-06-15,149,1
"Serengeti","Manchira","Rwamchanga",2012-06-15,201,0
"Serengeti","Kisangura","Kibeyo",2012-06-16,121,4
"Serengeti","Kisangura","Kisangura",2012-06-16,137,3
"Serengeti","Geitasamo","Kegonga",2012-06-19,92,6
"Serengeti","Geitasamo","Matare",2012-06-19,202,7
"Serengeti","Nyansurura","Marasomoche",2012-06-20,159,3
"Serengeti","Nyansurura","Nyansurura",2012-06-20,127,0
"Serengeti","Machochwe","Machochwe",2012-06-21,235,2
"Serengeti","Machochwe","Nyamakendo",2012-06-21,230,2
"Serengeti","Mbalibali","Kitunguruma",2012-06-22,150,4
"Serengeti","Kisangura","Kisangura",2012-06-26,30,7
"Serengeti","Sedeco","Mbirikiri",2012-06-26,90,0
"Serengeti","Mugumu","Mugumu",2012-06-26,1053,37
"Serengeti","Sedeco","Bisarara",2012-07-10,189,6
"Serengeti","Mbalibali","Mbalibali",2012-07-11,237,4
"Serengeti","Nyambureti","Gusuhi",2012-07-13,278,1
"Serengeti","Kenyamonta","Hekwe",2012-07-13,218,0
"Serengeti","Issenye","Iharara",2012-07-13,179,2
"Serengeti","Kenyamonta","Magatini",2012-07-13,79,0
"Serengeti","Majimoto","Iseresere",2012-07-14,385,9
"Serengeti","Ikoma","Park Nyigoti",2012-08-22,52,0
"Serengeti","Nyambureti","Monuna",2012-09-22,17,0
"Serengeti","Mosongo","Mosongo",2012-09-22,44,0
"Serengeti","Majimoto","Majimoto",2012-10-25,285,10
"Serengeti","Kenyamonta","Mesaga",2012-10-25,265,15
"Serengeti","Kenyamonta","Nyagasense",2012-10-25,393,16
"Serengeti","Kenyamonta","Kenyamonta",2012-10-26,343,4
"Serengeti","Magange","Magange",2012-10-26,74,11
"Serengeti","Magange","Masinki",2012-10-26,323,13
"Serengeti","Nyamatare","Kemgesi",2012-10-27,404,18
"Serengeti","Nyambureti","Maburi",2012-10-27,173,3
"Serengeti","Kenyamonta","Nyagasense",2012-11-22,11,0
"Serengeti","Majimoto","Nyamakobiti",2012-11-23,19,0
"Serengeti","Ring'wani","Kenyana",2012-12-05,52,0
"Serengeti","Kisangura","Kebosongo",2013-01-04,208,13
"Serengeti","Kisangura","Kebosongo",2013-01-17,245,4
"Serengeti","Geitasamo","Kegonga",2013-01-19,115,7
"Serengeti","Geitasamo","Kegonga",2013-01-20,10,2
"Serengeti","Nyamatare","Kemgesi",2013-01-21,269,7
"Serengeti","Mosongo","Kenokwe",2013-01-22,221,0
"Serengeti","Ring'wani","Kenyana",2013-01-23,56,1
"Serengeti","Nyambureti","Kerukerege",2013-01-24,56,3
"Serengeti","Kisangura","Kibeyo",2013-01-25,181,2
"Serengeti","Kisangura","Kisangura",2013-01-26,194,6
"Serengeti","Rigicha","Kitembere",2013-01-27,264,7
"Serengeti","Mbalibali","Mbalibali",2013-01-28,108,5
"Serengeti","Mbalibali","Kitunguruma",2013-01-29,103,2
"Serengeti","Natta","Kono",2013-01-30,112,2
"Serengeti","Mbalibali","Koreri",2013-01-31,168,2
"Serengeti","Uwanja wa Ndege","Kyambahi",2013-02-01,171,4
"Serengeti","Machochwe","Machochwe",2013-02-02,97,0
"Serengeti","Nyambureti","Maburi",2013-02-03,480,9
"Serengeti","Machochwe","Machochwe",2013-02-04,151,3
"Serengeti","Magange","Magange",2013-02-05,241,0
"Serengeti","Majimoto","Majimoto",2013-02-06,286,1
"Serengeti","Machochwe","Manyata",2013-02-08,102,1
"Serengeti","Nyansurura","Marasomoche",2013-02-09,157,0
"Serengeti","Nyamoko","Masangura",2013-02-10,169,9
"Serengeti","Nyansurura","Nyansurura",2013-02-11,109,3
"Serengeti","Geitasamo","Matare",2013-02-12,356,22
"Serengeti","Mbalibali","Mbalibali",2013-02-13,534,11
"Serengeti","Sedeco","Mbirikiri",2013-02-14,120,1
"Serengeti","Nyansurura","Merenga",2013-02-16,192,0
"Serengeti","Manchira","Misseke",2013-02-17,103,0
"Serengeti","Morotonga","Morotonga",2013-02-18,360,6
"Serengeti","Mosongo","Mosongo",2013-02-19,341,0
"Serengeti","Natta","Motukeri",2013-02-20,188,2
"Serengeti","Mugumu","Mugumu",2013-02-21,1452,58
"Serengeti","Sedeco","Bonchugu",2013-02-22,18,0
"Serengeti","Kenyamonta","Nyagasense",2013-02-22,145,0
"Serengeti","Machochwe","Nyamakendo",2013-02-24,233,5
"Serengeti","Machochwe","Nyamakendo",2013-02-25,36,1
"Serengeti","Machochwe","Nyamakendo",2013-02-26,16,0
"Serengeti","Majimoto","Nyamakobiti",2013-02-27,145,0
"Serengeti","Issenye","Nyamasingisi",2013-02-28,213,7
"Serengeti","Nyamatare","Nyamatare",2013-03-01,92,8
"Serengeti","Mosongo","Nyamatoke",2013-03-02,127,0
"Serengeti","Sedeco","Nyamburi",2013-03-03,191,3
"Serengeti","Rung'abure","Nyamerama",2013-03-04,157,7
"Serengeti","Ring'wani","Nyamitita",2013-03-05,234,5
"Serengeti","Geitasamo","Nyamoko",2013-03-06,171,20
"Serengeti","Rigicha","Nyankomogo",2013-03-07,52,3
"Serengeti","Nyansurura","Nyansurura",2013-03-08,106,0
"Serengeti","Issenye","Nyiberekera",2013-03-09,391,34
"Serengeti","Kisaka","Nyiboko",2013-03-10,339,0
"Serengeti","Kyambahi","Nyichoka",2013-03-11,392,10
"Serengeti","Ikoma","Park Nyigoti",2013-03-13,183,1
"Serengeti","Magange","Remung'orori",2013-03-14,213,0
"Serengeti","Rigicha","Rigicha",2013-03-15,150,4
"Serengeti","Ring'wani","Ring'wani",2013-03-16,217,22
"Serengeti","Ikoma","Robanda",2013-03-17,67,0
"Serengeti","Manchira","Rwamchanga",2013-03-18,4,0
"Serengeti","Manchira","Rwamchanga",2013-03-19,139,0
"Serengeti","Issenye","Singisi",2013-03-20,226,15
"Serengeti","Kyambahi","Nyichoka",2013-03-21,158,1
"Serengeti","Kisangura","Kisangura",2013-03-22,98,0
"Serengeti","Mbalibali","Tamkeri",2013-03-23,182,7
"Serengeti","Busawe","Gantamome",2013-05-30,236,0
"Serengeti","Kisaka","Buchanchari",2013-06-01,366,0
"Serengeti","Nyambureti","Gusuhi",2013-06-06,163,2
"Serengeti","Issenye","Iharara",2013-06-07,188,3
"Serengeti","Nyamoko","Itununu",2013-06-07,533,18
"Serengeti","Natta","Mbisso",2013-06-11,299,15
"Serengeti","Natta","Makundusi",2013-06-12,83,1
"Serengeti","Natta","Makundusi",2013-06-14,266,5
"Serengeti","Uwanja wa Ndege","Burunga",2013-06-18,276,13
"Serengeti","Sedeco","Bisarara",2013-06-29,397,11
"Serengeti","Sedeco","Bonchugu",2013-07-04,288,4
"Serengeti","Manchira","Bwitengi",2013-07-05,222,0
"Serengeti","Sedeco","Bonchugu",2013-07-24,20,0
"Serengeti","Nyambureti","Gusuhi",2013-10-27,278,1
"Serengeti","Uwanja wa Ndege","Burunga",2014-05-15,207,4
"Serengeti","Uwanja wa Ndege","Kyambahi",2014-05-15,122,2
"Serengeti","Kyambahi","Nyichoka",2014-05-16,400,8
"Serengeti","Issenye","Iharara",2014-05-19,191,1
"Serengeti","Issenye","Nyamasingisi",2014-05-19,222,2
"Serengeti","Rigicha","Kitembere",2014-05-20,185,0
"Serengeti","Natta","Kono",2014-05-20,125,1
"Serengeti","Kisangura","Kibeyo",2014-05-21,186,1
"Serengeti","Kisangura","Kisangura",2014-05-21,181,0
"Serengeti","Manchira","Misseke",2014-05-22,123,0
"Serengeti","Manchira","Rwamchanga",2014-05-22,218,0
"Serengeti","Sedeco","Bonchugu",2014-05-23,290,2
"Serengeti","Kisangura","Kebosongo",2014-05-23,235,5
"Serengeti","Nyansurura","Merenga",2014-05-26,107,0
"Serengeti","Machochwe","Machochwe",2014-05-27,306,2
"Serengeti","Kenyamonta","Kenyamonta",2014-05-28,281,0
"Serengeti","Ikoma","Park Nyigoti",2014-05-28,121,0
"Serengeti","Ikoma","Robanda",2014-05-28,90,0
"Serengeti","Manchira","Bwitengi",2014-05-29,120,0
"Serengeti","Morotonga","Morotonga",2014-05-29,279,0
"Serengeti","Sedeco","Nyamburi",2014-05-30,257,5
"Serengeti","Issenye","Nyiberekera",2014-06-02,329,15
"Serengeti","Issenye","Singisi",2014-06-02,192,10
"Serengeti","Natta","Mbisso",2014-06-03,292,10
"Serengeti","Natta","Motukeri",2014-06-03,215,0
"Serengeti","Natta","Makundusi",2014-06-04,322,1
"Serengeti","Natta","Makundusi",2014-06-05,236,0
"Serengeti","Kyambahi","Nyichoka",2014-06-05,124,0
"Serengeti","Mosongo","Kenokwe",2014-06-06,227,2
"Serengeti","Mosongo","Mosongo",2014-06-06,288,1
"Serengeti","Mosongo","Kenokwe",2014-06-09,147,2
"Serengeti","Machochwe","Nyamakendo",2014-06-09,292,4
"Serengeti","Mbalibali","Koreri",2014-06-10,191,1
"Serengeti","Mbalibali","Mbalibali",2014-06-10,220,7
"Serengeti","Mbalibali","Kitunguruma",2014-06-11,175,5
"Serengeti","Mbalibali","Koreri",2014-06-11,177,4
"Serengeti","Geitasamo","Kegonga",2014-06-12,105,0
"Serengeti","Geitasamo","Matare",2014-06-12,273,6
"Serengeti","Sedeco","Bisarara",2014-06-13,310,7
"Serengeti","Mbalibali","Tamkeri",2014-06-13,206,1
"Serengeti","Kisangura","Kisangura",2014-06-16,97,11
"Serengeti","Nyansurura","Marasomoche",2014-06-16,158,0
"Serengeti","Nyansurura","Nyansurura",2014-06-17,243,0
"Serengeti","Sedeco","Mbirikiri",2014-06-18,154,0
"Serengeti","Mugumu","Mugumu",2014-06-18,1115,52
"Serengeti","Kisaka","Borenga",2014-07-29,296,0
"Serengeti","Kisaka","Buchanchari",2014-07-29,145,0
"Serengeti","Busawe","Busawe",2014-07-29,201,0
"Serengeti","Busawe","Gantamome",2014-07-29,228,0
"Serengeti","Rung'abure","Gesarya",2014-07-29,364,0
"Serengeti","Kenyamonta","Hekwe",2014-07-29,187,0
"Serengeti","Majimoto","Iseresere",2014-07-29,283,0
"Serengeti","Magange","Magange",2014-07-29,272,0
"Serengeti","Kenyamonta","Magatini",2014-07-29,68,0
"Serengeti","Majimoto","Majimoto",2014-07-29,384,0
"Serengeti","Magange","Masinki",2014-07-29,269,0
"Serengeti","Kenyamonta","Mesaga",2014-07-29,197,0
"Serengeti","Kenyamonta","Nyagasense",2014-07-29,342,0
"Serengeti","Majimoto","Nyamakobiti",2014-07-29,325,0
"Serengeti","Busawe","Nyamehuru",2014-07-29,355,0
"Serengeti","Kisaka","Nyansurumunti",2014-07-29,256,0
"Serengeti","Kisaka","Nyiboko",2014-07-29,218,0
"Serengeti","Magange","Remung'orori",2014-07-29,176,0
"Serengeti","Ring'wani","Ring'wani",2014-07-29,181,0
"Serengeti","Rung'abure","Rung'abure",2014-07-29,317,0
"Serengeti","Nyamoko","Itununu",2014-07-31,351,0
"Serengeti","Kebanchebanche","Kebanchebanche",2014-07-31,288,0
"Serengeti","Nyamoko","Kwitete",2014-08-31,187,0
"Serengeti","Uwanja wa Ndege","Ngarawani",2014-08-31,231,0
"Serengeti","Rung'abure","Nyamerama",2014-08-31,270,0
"Serengeti","Ring'wani","Nyamitita",2014-08-31,224,0
"Serengeti","Geitasamo","Nyamoko",2014-08-31,215,0
"Serengeti","Ring'wani","Kenyana",2014-09-30,341,0
"Serengeti","Nyambureti","Kerukerege",2014-09-30,194,0
"Serengeti","Nyamatare","Nyamatare",2014-09-30,142,0
"Serengeti","Mosongo","Nyamatoke",2014-09-30,158,0
"Serengeti","Nyambureti","Nyambureti",2014-09-30,284,0
"Serengeti","Nyambureti","Gusuhi",2014-10-31,422,0
"Serengeti","Nyamatare","Kemgesi",2014-10-31,204,0
"Serengeti","Nyambureti","Maburi",2014-10-31,256,0
"Serengeti","Nyambureti","Monuna",2014-10-31,123,0
"Serengeti","Issenye","Iharara",2015-06-25,184,9
"Serengeti","Issenye","Nyamasingisi",2015-06-25,234,4
"Serengeti","Rigicha","Kitembere",2015-06-26,199,8
"Serengeti","Natta","Kono",2015-06-26,97,1
"Serengeti","Issenye","Nyiberekera",2015-06-29,339,19
"Serengeti","Issenye","Singisi",2015-06-29,311,9
"Serengeti","Natta","Mbisso",2015-06-30,261,23
"Serengeti","Natta","Motukeri",2015-06-30,209,2
"Serengeti","Natta","Makundusi",2015-07-01,457,5
"Serengeti","Natta","Makundusi",2015-07-02,162,3
"Serengeti","Kyambahi","Nyichoka",2015-07-02,92,0
"Serengeti","Mosongo","Kenokwe",2015-07-03,138,0
"Serengeti","Kyambahi","Nyichoka",2015-07-03,275,2
"Serengeti","Mosongo","Kenokwe",2015-07-06,215,1
"Serengeti","Mosongo","Mosongo",2015-07-06,254,1
"Serengeti","Nyansurura","Merenga",2015-07-07,128,4
"Serengeti","Machochwe","Machochwe",2015-07-08,299,3
"Serengeti","Sedeco","Bonchugu",2015-07-09,435,10
"Serengeti","Manchira","Misseke",2015-07-13,166,2
"Serengeti","Manchira","Rwamchanga",2015-07-13,154,0
"Serengeti","Ikoma","Park Nyigoti",2015-07-14,88,2
"Serengeti","Ikoma","Robanda",2015-07-14,81,0
"Serengeti","Uwanja wa Ndege","Burunga",2015-07-15,231,2
"Serengeti","Uwanja wa Ndege","Kyambahi",2015-07-15,143,2
"Serengeti","Manchira","Bwitengi",2015-07-16,100,3
"Serengeti","Morotonga","Morotonga",2015-07-16,258,6
"Serengeti","Sedeco","Nyamburi",2015-07-17,303,10
"Serengeti","Machochwe","Manyata",2015-07-20,104,3
"Serengeti","Machochwe","Nyamakendo",2015-07-20,176,2
"Serengeti","Mbalibali","Mbalibali",2015-07-21,156,0
"Serengeti","Machochwe","Nyamakendo",2015-07-21,138,0
"Serengeti","Mbalibali","Kitunguruma",2015-07-22,155,2
"Serengeti","Mbalibali","Koreri",2015-07-22,224,3
"Serengeti","Kisangura","Kibeyo",2015-07-23,244,7
"Serengeti","Kisangura","Kisangura",2015-07-23,263,3
"Serengeti","Sedeco","Bisarara",2015-07-24,194,0
"Serengeti","Mbalibali","Tamkeri",2015-07-24,186,2
"Serengeti","Kisangura","Kebosongo",2015-07-27,259,12
"Serengeti","Manchira","Rwamchanga",2015-07-27,51,0
"Serengeti","Geitasamo","Kegonga",2015-07-28,82,1
"Serengeti","Mugumu","Matare",2015-07-28,244,14
"Serengeti","Kisangura","Kisangura",2015-07-29,117,2
"Serengeti","Nyansurura","Nyansurura",2015-07-29,69,0
"Serengeti","Nyansurura","Marasomoche",2015-07-30,159,1
"Serengeti","Nyansurura","Nyansurura",2015-07-30,73,0
"Serengeti","Sedeco","Mbirikiri",2015-07-31,238,1
"Serengeti","Mugumu","Mugumu",2015-07-31,900,21
"Serengeti","Kisaka","Borenga",2015-09-28,352,0
"Serengeti","Kisaka","Nyiboko",2015-09-28,296,0
"Serengeti","Kisaka","Buchanchari",2015-09-29,487,0
"Serengeti","Kisaka","Nyansurumunti",2015-09-29,253,0
"Serengeti","Busawe","Busawe",2015-09-30,186,2
"Serengeti","Busawe","Gantamome",2015-09-30,244,8
"Serengeti","Majimoto","Iseresere",2015-10-01,357,0
"Serengeti","Majimoto","Majimoto",2015-10-01,300,0
"Serengeti","Majimoto","Nyamakobiti",2015-10-01,201,0
"Serengeti","Kenyamonta","Hekwe",2015-10-02,242,0
"Serengeti","Kenyamonta","Magatini",2015-10-02,87,0
"Serengeti","Kenyamonta","Mesaga",2015-10-02,221,0
"Serengeti","Kenyamonta","Nyagasense",2015-10-02,440,0
"Serengeti","Kenyamonta","Kenyamonta",2015-10-03,405,0
"Serengeti","Nyamoko","Masangura",2015-10-15,271,2
"Serengeti","Nyamatare","Nyirongo",2015-10-15,143,0
"Serengeti","Nyamoko","Kwitete",2015-10-16,224,0
"Serengeti","Uwanja wa Ndege","Ngarawani",2015-10-16,246,0
"Serengeti","Rung'abure","Nyamerama",2015-10-17,352,5
"Serengeti","Rung'abure","Rung'abure",2015-10-17,387,4
